Timestamp,Initials_data_extraction,Study_ID,Author_year,Paper_title,Publication_year,Journal,Country_firstAuthor,Review_type_claimed,Systematic_approach,Protocol,Meta-analysis,PFAS_focus,PFAS_one_many,MeSH_terms,Outcomes_PECOS,Human_animal_environment,Lab_domestic_wildlife_mixed,Species_one_many,Environment_type,Study_inclusion_start,Study_inclusion_end,N_studies,N_studies_comment,Reporting_guideline,Reporting_guideline_comment,COI_statement,COI_present,Funding_statement,Non-profit_funding,Industry_funding,Funding_comment,Raw_data,Raw_data_comment,Analysis_code,Analysis_code_comment,DOI,initials_data_checked
6/22/2022 11:16:55,LR,S_156,Barhoumi_2022,A review on per-and polyfluorinated alkyl substances (PFASs) in microplastic and food-contact materials,2022,Environmental Research,Principality of Monaco,systematic review,Yes,No,No,Yes,Multiple,"Ecosystem; Fluorocarbons* / analysis; Humans; Microplastics; Plastics; Water Pollutants, Chemical* / analysis",NA,Environment,NA,NA,Other,2010,2021,32,26 on the occurrence and migration of PFASs from food contact materials and 6 on the occurrence and sorption/desorption of PFASs on microplastics.,No,NA,Yes,No,Yes,Yes,No,"""This research work has been funded by the US through the Peaceful Uses Initiatives (PUI) program under the project of “Implementation of a comprehensive sampling and analytical methodology to determine and trace oil pollution in marine waters (Phase II – Marine plastics: tackling the challenge using nuclear applications)”.""",No,NA,No,NA,10.1016/j.envres.2021.112595,
6/22/2022 11:34:02,LR,S_157,Rosato_2022,How to investigate human health effects related to exposure to mixtures of per-and polyfluoroalkyl substances: A systematic review of statistical methods,2022,Environmental Research,Italy,systematic review,Yes,No,No,Yes,Multiple,Alkanesulfonic Acids*; Bayes Theorem; Child; Environmental Pollutants* / toxicity; Europe; Fluorocarbons* / toxicity; Humans; Thyroid Hormones,Any type of effect on human health,Humans,NA,NA,NA,2011,2021,53,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""REGIONE VENETO (IT) through “Consorzio per la Ricerca Sanitaria – CORIS” (DGRV n. 1894, 29/12/2020) supported this research with a grant to Cristina Canova. The funder had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.""",No,NA,No,NA,10.1016/j.envres.2021.112565,
6/22/2022 11:53:19,LR,S_158,Wu_2022,"Maternal exposure to endocrine disrupting chemicals (EDCs) and preterm birth: A systematic review, meta-analysis, and meta-regression analysis",2022,Environmental Pollution,China,systematic review;meta-analysis;meta-regression analysis,Yes,No,Yes,No,Multiple,"Child; Child, Preschool; Endocrine Disruptors*; Environmental Exposure; Environmental Pollutants*; Female; Humans; Infant, Newborn; Maternal Exposure; Phthalic Acids* / toxicity; Pregnancy; Premature Birth* / chemically induced; Premature Birth* / epidemiology; Regression Analysis",preterm birth,Humans,NA,NA,NA,1990,2021,59,59 in SR and MA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This study was supported by the National Natural Science Foundation of China (NO.81771566, NO.81801521), the Postgraduate Research Innovation Project of Chongqing Medical University (CYB20158), and the Chongqing Science & Technology Commission (No. cstc2018jcyjAX0270).""",No,NA,No,NA,10.1016/j.envpol.2021.118264,
6/23/2022 9:15:14,LR,S_159,Margolis_2021,"Associations between Exposures to Perfluoroalkyl Substances and Diabetes, Hyperglycemia, or Insulin Resistance: A Scoping Review",2021,Journal of xenobiotics,USA,scoping review;systematic review,Yes,No,No,Yes,Multiple,"Infant; Fluorocarbons; Drinking Water; Diabetes, Gestational; Birth Weight; Diabetes Mellitus, Type 2; Diabetes Mellitus, Type 1; Human Body; Insulin Resistance; Prediabetic State; Neoplasms; Environmental Pollutants; Glucose; Hyperglycemia; Surface-Active Agents; PubMed; Bibliometrics; Humans; Pregnancy; Female","adverse metabolic outcomes, including obesity, non-alcoholic fatty liver disease, diabetes, cardiovascular disease, and chronic kidney disease",Humans,NA,NA,NA,NA,NA,39,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""Support for R.M. was provided by the SDSU Summer Undergraduate Research Program. Support for K.E.S. was provided by the National Institutes of Health (K01ES031640 and U54MD012397).""",No,NA,No,NA,10.3390/jox11030008,
6/23/2022 9:39:07,LR,S_160,Dai_2020,Early-life exposure to widespread environmental toxicants and maternal-fetal health risk: A focus on metabolomic biomarkers,2020,Science of the Total Environment,China,systematic review,Yes,No,No,No,Multiple,Biomarkers; Environmental Exposure; Female; Fetus; Hazardous Substances*; Humans; Maternal Exposure; Maternal Health*; Metabolomics; Pregnancy,NA,Humans,NA,NA,NA,NA,2019,15,NA,Yes,PRISMA Statement guideline,Yes,No,Yes,Yes,No,"""This work was supported by the National Natural Science Foundation of China (21876065).""",No,NA,No,NA,10.1016/j.scitotenv.2020.139626,
6/23/2022 10:14:08,LR,S_162,Bliatka_2020,The effects of postnatal exposure of endocrine disruptors on testicular function: a systematic review and a meta-analysis,2020,Hormones,Greece,systematic review;meta-analysis,Yes,No,Yes,No,Multiple,Adult; Endocrine Disruptors / adverse effects*; Environmental Exposure*; Humans; Male; Semen*; Testicular Diseases / chemically induced*,"outcome of interest: seminal parameters: volume, sperm concentration, progressive motility, total motility, morphology; reproductive hormone concentrations: follicle-stimulating hormone (FSH), luteinizing hormone (LH), total testosterone, and inhibin B.",Humans,NA,NA,NA,NA,2019,71,"71 in SR, 13 in MA",No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1007/s42000-019-00170-0,
6/23/2022 15:50:47,LR,S_164,Mouly_2016,Breast cancer and persistent organic pollutants (excluding DDT): a systematic literature review,2016,Environmental Science and Pollution Research,Australia,systematic review,Yes,No,No,No,Multiple,Breast Neoplasms / chemically induced*; Environmental Exposure / adverse effects*; Environmental Pollutants / chemistry; Environmental Pollutants / toxicity*; Female; Humans; Organic Chemicals,Histologically confirmed breast cancer,Humans,NA,NA,NA,2006,2015,15,NA,No,NA,No,NA,Yes,Yes,No,"""LMLT is partly funded by an ARC DECRA (DE120100161)""",No,NA,No,NA,10.1007/s11356-016-7577-1,
6/24/2022 9:57:52,LR,S_165,Rosen_2018,Environmental contaminants and preeclampsia: a systematic literature review,2018,Journal of Toxicology and Environmental Health,USA,systematic review,Yes,No,No,No,Not specified,Environmental Exposure / analysis*; Environmental Monitoring; Environmental Pollutants / toxicity*; Female; Humans; Incidence; Pre-Eclampsia / chemically induced; Pre-Eclampsia / epidemiology*; Pregnancy,preeclampsia,Humans,NA,NA,NA,NA,2018,28,NA,No,NA,Yes,No,Yes,Yes,No,"""This research was supported by the Intramural Research Program at the National Institutes of Health, National Institute of Environmental Health Sciences (ZIA103321).""",No,NA,No,NA,10.1080/10937404.2018.1554515,
6/24/2022 10:27:05,LR,S_168,Domingo_2019,Human exposure to per-and polyfluoroalkyl substances (PFAS) through drinking water: a review of the recent scientific literature,2019,Environmental research,Spain,narrative review,Yes,No,No,Yes,Multiple,"Dietary Exposure / analysis*; Drinking Water / analysis*; Fluorocarbons / analysis*; Humans; Water Pollutants, Chemical / analysis*",NA,Mixed,NA,NA,Freshwater,2009,2019,NA,NA,No,NA,No,NA,No,NA,NA,NA,No,NA,No,NA,10.1016/j.envres.2019.108648,
6/24/2022 10:45:34,LR,S_170,Karwacka_2019,"Exposure to modern, widespread environmental endocrine disrupting chemicals and their effect on the reproductive potential of women: an overview of current epidemiological evidence",2019,Human Fertility,Poland,systematic review,Yes,No,No,No,Not specified,"Adult; Endocrine Disruptors / toxicity*; Environmental Exposure*; Environmental Pollutants / toxicity*; Female; Humans; Infertility, Female / chemically induced*","anti-Mullerian hormone (AMH), day 3 follicle-stimulating hormone (FSH), oestradiol, ovarian reserve, antral follicle count (AFC), ovarian volume, number of oocytes retrieved, oocyte quality, fertilization rate, implantation rate, number of high quality embryos, pregnancy rate and live births",Humans,NA,NA,NA,2000,2016,26,NA,No,NA,Yes,No,No,NA,NA,NA,No,NA,No,NA,10.1080/14647273.2017.1358828,
6/27/2022 9:51:57,LR,S_171,Zhang_2021,Environmental exposure during pregnancy and the risk of childhood allergic diseases,2021,World Journal of Pediatrics,China,narrative review,Yes,No,No,No,Multiple,"Asthma*; Dermatitis, Atopic*; Diet; Environmental Exposure / adverse effects; Female; Humans; Hypersensitivity* / epidemiology; Hypersensitivity* / etiology; Pregnancy",NA,Humans,NA,NA,NA,NA,NA,27,The authors did not provide the number of studies. The number of studies was extracted from Table 1.,No,NA,Yes,No,Yes,No,No,"""Funding: Not applicable""",No,"""Data availability: Data sharing not applicable to this article as no datasets were generated or analysed during the current study""",No,NA,10.1007/s12519-021-00448-7,
6/27/2022 11:20:55,LR,S_173,Cruz_2019,Effects of environmental contaminants in inflammatory bowel disease: a systematic review,2019,NA,Portugal,systematic review,Yes,No,No,No,One,"Humans; Aluminum; Carbon Monoxide; Copper; Nitrogen Dioxide; Sulfur Dioxide; Colitis, Ulcerative; Incidence; Prevalence; perfluorooctanoic acid; titanium dioxide; MEDLINE; Portugal; Inflammatory Bowel Diseases; Diet; Epidemiologic Studies; Particulate Matter; Air Pollution; Immune System; Inflammation; Microbiota; Endotoxins; Dust; Silicates; Bibliometrics; Water; Asia; Iron; Zinc",Inflammatory Bowel Disease onset or flares,Humans,NA,NA,NA,NA,NA,16,NA,No,The Navigation Guide systematic review method,No,NA,No,NA,NA,This is a Master's degree thesis,No,NA,No,NA,http://hdl.handle.net/10400.6/8398,
6/27/2022 11:48:14,LR,S_174,Lorenzoni_2018,Impact of perfluoroalkylated substances (PFAS) exposure on maternal and newborn health in veneto region,2018,NA,Italy,systematic review,Yes,No,No,Yes,Multiple,"Birth Certificates; Female; Fluorocarbons* / toxicity; Gestational Age; Humans; Infant, Newborn; Infant, Small for Gestational Age*; Italy / epidemiology; Retrospective Studies; Risk Factors","Animals: Intrauterine growth restrictions, structural and functional (nervous system and brain problems) birth defects, preeclampsia, gestational diabetes, thyroid disorders. Humans: Intrauterine growth restrictions, structural and functional (nervous system and brain problems) birth defects, preeclampsia, gestational diabetes, thyroid disorders",Mixed,Lab,Multiple,NA,NA,2018,139,81 on human evidence and 58 on animal evidence,No,The review authors used the PRISMA flow chart but did not acknowledge following its guideline.,No,NA,No,NA,NA,This is a PhD thesis,No,NA,No,NA,http://hdl.handle.net/11577/3425872,
6/27/2022 12:18:44,LR,S_175,Bezerra_2021,Tying Trophic Ecology with Chemical Pollution in California Coastal Ecosystems,2021,NA,USA,systematic review;meta-analysis,Yes,No,Yes,No,Multiple,"Animals; Nitrogen-15; Carbon-13; Skates, Fish; Bioaccumulation; Chiroptera; Bays; Conservation of Natural Resources; Estuaries; Goals; Fisheries; Mercury; Ecosystem; Diet; California; Environmental Pollutants; Nitrogen Isotopes; Carbon Isotopes",NA,Animals,Wildlife,One,NA,NA,2017,47,NA,No,"Pickering & Byrne, 2014 (https://doi.org/10.1080/07294360.2013.841651)",No,NA,No,NA,NA,This is a PhD thesis,No,NA,No,NA,http://hdl.handle.net/20.500.11929/sdsu:139809,
